modalite,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57
studytime__1.5,11.977343247794384,34.52645909204671,6.882366059124033,17.616396952205843,3.8343660817150877,8.196044524397177,14.59598163647297,0.5378850821919504,10.217863372341423,0.00042325192153441467,0.6397380469285088,0.8042373619712405,0.23779942740044172,2.163646622634964,6.860380219268292,0.40376896124381545,3.6382134481994206,0.25618134320590735,0.16786890162330292,0.001534797813663044,1.4068763375883009,0.43217886411869855,1.780991082224942,1.9058672144605986,0.01632307981120623,3.85591243031589,5.529652640076606,1.0980646796745213e-05,1.3967412720096626,2.900902196063731,0.541605479723132,0.6121579135828162,2.4831030900460314,0.5015496604794114,5.078041353906469,3.122490814801911,2.4205873660748023,5.919048717761645,3.0301998402813233,0.9367643375348705,8.35945349583287,11.31459989231389,0.2577359096605224,5.0372605999967535,4.775335711244847,4.736006677097101,3.632320598718439,4.4705744525193225,0.8206612025256613,0.034076661050412634,0.09953800523522909,0.03165074478992397,0.18292212464379326,0.22018053266509005,0.0011755137984193866,1.1627906976744184,1.1627906976745876
studytime__2.0,0.01863905883038192,0.024730259490754355,0.012866541574148314,0.0002243491940026376,0.0009103839261942982,0.003813221466327617,0.0004818817064640204,0.005147808635526299,0.03504178173422551,0.15644148286314355,0.020220339673856554,0.0415531969291823,0.13418341911685228,0.004349954272794848,0.2541282573893305,0.14671434739900377,0.014162654869072406,0.06574468706348134,0.009938938835214435,0.19332609774201304,0.017452030918054535,0.03218971143384199,0.0003586594685379094,0.38550022961597424,0.0027240038421605457,0.02739320902768744,0.004727145680465762,0.10001067075561389,0.0883324275292688,0.31433336074622065,0.2165919113610768,0.0909491734237607,0.012977564419448443,0.10490374366624002,0.001741099317890307,0.11832340055849522,0.03675400286693668,0.11321109214066198,0.021414281285729246,0.31007422814147956,5.156282618656075e-07,0.050515772459501423,0.1624433609575757,0.07079169241506701,0.037004685605378757,0.00011135329913728848,0.00298334320881101,0.00444968040311712,0.04224691662350134,2.5825968299157917e-07,0.0008316515517563455,0.00010962312436983753,2.2065752276885692e-05,5.1409085748489765e-05,0.001216093075610969,1.1627906976744173,1.1627906976744595
studytime__2.5,0.6549472196945726,0.00034668185767146856,0.33356547559194494,2.0424264304549813,0.6189740978208874,0.1810216998599117,1.2666375420115938,6.224419989893261,0.14509618817416703,0.08187798829779235,1.8611588536677464,11.636906420170508,4.520308871850198,0.38601626218185325,32.533915153348474,2.267550337084292,0.4626312096484124,0.07486189799560276,0.12563781721378803,55.836621846211564,0.0684938122523452,15.61910187874535,2.5013636268882746,0.7265689607387682,3.6354681005721154,17.440704101160303,31.76472691139378,29.324661556451936,13.071241215866024,27.556285575167887,0.2091538012237485,0.0029552907449894063,5.2373005202764045,2.9312563892229075,17.224729529657402,0.051882286713563784,4.371206882116816,4.090056957772514,0.8371101615087491,5.604543276274007,2.810944301244483,0.2046930951259336,0.06048164648006514,8.776682112161469,0.1719818975907685,0.7122950991615634,0.27481419062862594,0.13100235682826114,2.5637452308549755,0.0032258558491082574,4.659500139663861,6.250074609705784,0.025791979182530025,1.5648323174050776,0.723767802470085,1.1627906976744162,1.1627906976739628
studytime__3.0,0.2462437362111255,0.05560526813872211,0.4799870781473082,0.10099660207789167,0.08895060337161961,0.2898915851098892,0.00037006508925384194,0.34601252176631614,0.12982700355545795,0.17105526362256276,1.3028756457792656,1.0563795090872503,0.7051153505274912,1.5679829005082734e-05,0.6274648590125114,0.4237983324922809,0.9848196670714886,0.07669148863133754,0.0029148999078522325,0.14124795897157358,0.06922266898234306,0.5157056980968286,0.0004141518546154084,0.6580999839001085,0.321748087667194,0.047737957549077184,0.5295344321613155,5.45708320545205e-05,1.4308371320937527,0.01658529079690695,0.2955378251541102,0.10005224209508053,0.00011288939065740738,0.3096681238836943,0.27465812770482667,1.7161912729664296e-05,3.999410221756606,1.0325798024253234,1.5824747031014421,0.0027636999745979398,0.3794814723962456,0.040016284150440055,1.7220285734123701,0.28597581091031704,0.3169188256387453,0.7962884094517583,0.008123424537210185,0.0020720287668353453,0.13772232549323854,1.2021724580895125e-05,7.155462699081522e-05,0.0025449560965792994,5.298589839859044e-05,3.514002026773533e-05,0.00027420418440026985,1.162790697674419,1.1627906976744828
studytime__4.0,0.22411026277742752,0.3544294583963268,1.2134817458468694,0.03270998612867941,0.523868968930435,0.009833103234651462,0.10235118761530629,0.024116286109958557,0.10152738338999673,2.0984771173238257,0.2748791987500259,4.285441276251349,0.17290450637872273,0.021316970045179358,1.9577604211051658,0.22078757703910679,0.8237657609838445,0.041764054467033775,3.9457912942790045,1.0837430736056195,0.05828132785333595,0.6272944329967647,1.7727735492381689,0.06615372135622538,0.0336411686191601,0.16756334458741834,1.553006255910989,0.3317244678950668,3.4736663230049545,4.975365389765808,4.122736909802795,0.6730346039107221,0.7616282116612543,0.5783285640758503,6.654027358381359,0.00016841954472236086,0.23254132737691502,1.2049388501007923,0.1002089406558061,2.5090499017699726,0.0409362321938014,0.051580522841390114,1.6447484530905414,0.0006412645962543673,0.17844528377765756,0.20949920241378292,0.508942901768566,2.287584534374664,1.5679168724212464,0.00019029367791057096,3.5187097743169546e-06,0.002990146830598745,0.00015098495777225948,2.6949846560217495e-05,0.00016870910107457518,1.162790697674418,1.1627906976743658
traveltime__1.0,0.12017656381376535,0.0024341912572043,0.00944195915127344,0.000533305757468277,0.04669728674624257,0.040050909768600734,0.012906912409949513,0.13743584685370575,0.02210626403964979,1.5499286185137713e-05,0.052059701180078834,0.07111040998337631,0.14062683631704304,0.005266456868292289,0.00261159768853676,0.004952522538102565,0.29625098704353325,0.0015217406657034652,0.001632266351640968,0.03657573160707654,0.0019257053763160224,0.022103753207942445,0.03936830701073648,0.0025871973815414966,0.0014290305405729687,0.026571104124049692,0.029197331511959957,0.020148997451557113,0.005219916475564487,0.08554859941788497,0.07863514041551832,0.009944865741025561,0.0007899453552613087,0.018271815155652925,0.015065793454352659,0.14100858012242973,0.0001993766021042911,1.9842702365208123e-05,0.014841373548978805,0.1887506814643075,0.040614831133871765,0.03862094249299559,0.045669848763498784,0.25209223105840306,0.006833670671398908,0.33946060331294825,0.0009462535229455868,0.013622017392405275,0.022207601598345856,4.7125566903954083e-07,0.0002717179857856137,7.275913314913458e-05,0.00011571974323940898,0.0005371609055411658,2.1670076967700162e-05,1.162790697674419,1.162790697674464
traveltime__1.5,2.0970351202097994,15.230313089778832,13.797583100572272,13.466095506716947,1.4491343971396413,6.30407515588685,10.967540702708277,11.49025810675141,4.475780310065155,2.77628910694522,3.2076662136105987,1.6362242481023557,3.230988130662583,3.8346151596920066,3.193622840298818,0.03732028902005416,9.654276369756672e-05,4.525969715750025,6.613958144611004,0.1529218886447426,0.6504802817032035,6.633169207779992,0.13778877620700966,0.2417220195995355,0.04300857239373501,7.905064378454553,0.4353571799200063,0.006289624225882399,0.05934816938642697,0.7223263842525312,2.9365805894290338,0.5276565319808768,6.796214715588861,11.41272502801388,4.273711082056138,0.5632818539795589,10.385179435408032,11.512968241424137,23.894037878989227,0.7364640217141256,27.933468612872026,23.250650391963763,0.06229720028696837,9.478764564181548,15.018670003747001,29.312606202838804,47.34833108253421,24.75863908894149,1.3545507294858379,0.0025594900431620423,1.6343776422865382e-08,0.00011288049295580334,0.010752546642967493,0.0035178944861187014,0.0025889644654963923,1.1627906976744167,1.162790697674575
traveltime__2.0,0.20411102834379616,0.0076040945351298515,0.009556918246029823,0.07240368828508495,0.0780506825146539,0.003427953233165872,0.005513583800815032,0.19054657392326224,0.00939550824049502,0.0005017216945686002,0.037576386640578004,0.5049225808969747,1.5434363939904021,0.10069565081354474,0.00038115405793603973,0.5723022486618531,2.4548470040783186,0.006368788946305406,0.007126335395027527,0.7376269352206797,0.07634832840149823,0.06955159685815177,0.2570752338717796,0.018334880552957046,0.0014295864325029675,0.20202964690400926,0.18888289101840103,0.08847942851581243,0.0020503807710355684,0.02990245033174025,0.2765934439799836,0.00671676848112346,0.47269989001524737,0.5445355280509108,0.27210527827404174,0.4640473968447645,0.011072132250940033,0.057713789142565586,0.4638317244485154,0.7879919707799009,0.4290970799138631,0.05167590631028099,0.46426670776928475,0.8780558915001109,4.29899526025971e-05,0.2083303331637672,0.0038993101386856264,0.29469134969821714,0.07455671079996984,0.00023229453402565524,0.0004534586051637289,3.922978841533911e-07,0.004879879214605717,0.0004582055310885161,1.773915674907838e-05,1.162790697674419,1.162790697674414
traveltime__2.5,6.894424736634913,9.948296580488583,11.335491035291533,2.989664893054914,2.3746739062560516,47.25008283345334,8.301797611648727,11.645987267210193,43.68640541073545,41.650518994827806,5.143132956186699,1.0617509372645384,3.4149759876255916,21.481627077389266,1.842378358446474,13.788801784319615,32.43538650413218,76.68475257823498,24.602555050955992,6.565531164738654,27.821307359652764,40.59888251376451,13.739000926427778,81.49295296340391,0.764826088594135,34.02805075664952,17.74528619606682,1.1755562373122053,2.1932593829257083,4.111356646222066,1.1700277139268265,9.834915357949676,6.562004152473704,11.71155066087925,5.800732988054001,71.16503118172302,3.9408824764056645,21.432404714258027,8.844740506853237,41.54473412162259,22.08587583891145,21.060766094725892,0.6366316434635647,8.952693383714044,50.71256551945324,4.4685174290504674,0.5745349815338421,2.939799026479873,0.8642990630304189,1.3716153751216018,5.42155171479146,1.3254247080960748,10.11832116315402,18.492247862174487,0.057648437555211866,1.1627906976744187,1.1627906976734543
traveltime__3.0,2.2092587800924814,0.0002755141377643068,0.023964597870713845,0.029726103895238755,2.4714016162146484,0.591315234205838,0.9274608245300014,5.744468128142234,1.9461076206268322,0.01642796340449698,0.03489706185267043,0.04461107564616565,2.0285208517232927,0.7871810296120372,0.49448546145974887,2.8083537578867355,0.010467187904033178,0.7107441728589795,0.9842816100693439,4.00970149243057,0.1647194113830064,0.3943860169796908,0.13659419420088587,0.1673915997272595,1.5662489963886497,0.05229897866255505,2.6021364466290295,0.6085519879865586,1.195997539930611,2.6057053018083645,0.12723879732178267,1.121905870115698,3.800873492830386,3.0556589339668703,7.809903191117684,1.532129748328822,7.024398920481283,0.39341540761564225,2.8662389791943106,0.08784924295374773,0.24196686436814274,2.6165311619501233,2.486241587490621,0.03333454078610663,0.007127866448086435,5.000190171150843,0.15251127218055663,0.025979444450446074,0.06690922354581683,0.00010338359601566583,0.0007311427318272618,0.0011261809004891226,4.6319983582629326e-05,0.00011342192028384145,0.0002814971007725687,1.1627906976744184,1.1627906976744353
traveltime__4.0,2.5390333448657443,0.10079968699752853,0.006638345180127905,0.3321642591983526,2.93929892830734,1.792676597368383,3.803775490364019,1.0256763180624335,2.6229403574977934,0.2712225693148094,8.884674167239531,0.20213668970767112,0.694520370965281,4.711311498028483,8.704155325036782,11.809389128297427,2.981117248028813,0.0006118879742390618,9.442936985704119,0.32965870829406174,1.6492223705652151,6.098508837780118,3.2618728076241505,1.7234625860610155,7.834064126296554,0.411625797835374,10.513218667157783,2.3739491899891783,0.05852384040275695,11.199946616470344,0.21254235674794064,0.3367264014672741,2.6306706068971075,0.6662903363795128,2.7387115232631998,0.644360272304202,11.187135810137866,0.609414804851129,5.592167505056066,1.4819123476232159,3.646629468627226e-06,3.956599457569158,33.71895748606948,2.128638033018176,0.32351953316239807,12.356088055926568,4.612112165902127,0.7893350458881719,0.003823216205301399,0.0005872851728169009,0.0006154405266497134,0.0008945842769929335,0.005241177145128918,0.0008417878269473767,0.0027238910355000296,1.1627906976744182,1.162790697674581
